distinct directory-record timestamps: 1605 over 2879 records

as-printed               tz  count  raw seven bytes         valid?
1996-03-20 18:15:42      +0      1  60 03 14 12 0F 2A 00    yes
1996-08-01 10:07:48      +0      1  60 08 01 0A 07 30 00    yes
1996-03-20 18:05:46      +0      1  60 03 14 12 05 2E 00    yes
1996-03-20 18:13:34      +0      1  60 03 14 12 0D 22 00    yes
1996-03-21 11:06:10      +0      1  60 03 15 0B 06 0A 00    yes
1996-08-01 18:33:00      +0      1  60 08 01 12 21 00 00    yes
1996-07-31 17:46:52      +0      1  60 07 1F 11 2E 34 00    yes
1996-08-01 09:53:06      +0      1  60 08 01 09 35 06 00    yes
1996-08-01 09:52:32      +0      1  60 08 01 09 34 20 00    yes
1996-08-01 09:47:00      +0      1  60 08 01 09 2F 00 00    yes
1994-08-02 14:34:50      +0      1  5E 08 02 0E 22 32 00    yes
1995-11-17 20:24:08      +0      1  5F 0B 11 14 18 08 00    yes
1994-03-25 16:30:10      +0      1  5E 03 19 10 1E 0A 00    yes
1996-08-01 09:43:22      +0      1  60 08 01 09 2B 16 00    yes
1996-09-11 19:30:06      +0      1  60 09 0B 13 1E 06 00    yes
1996-08-01 19:07:14      +0      1  60 08 01 13 07 0E 00    yes
1994-08-02 13:31:06      +0      1  5E 08 02 0D 1F 06 00    yes
1994-08-02 13:21:16      +0      1  5E 08 02 0D 15 10 00    yes
1996-08-01 09:55:38      +0      1  60 08 01 09 37 26 00    yes
1996-08-01 19:18:08      +0      1  60 08 01 13 12 08 00    yes
1996-09-11 19:39:14      +0      1  60 09 0B 13 27 0E 00    yes
1996-08-01 10:10:02      +0      1  60 08 01 0A 0A 02 00    yes
1996-08-01 10:04:52      +0      1  60 08 01 0A 04 34 00    yes
1996-08-01 09:50:32      +0      1  60 08 01 09 32 20 00    yes
1996-08-01 09:49:52      +0      1  60 08 01 09 31 34 00    yes
1996-08-01 10:02:24      +0      1  60 08 01 0A 02 18 00    yes
1996-08-01 10:05:26      +0      1  60 08 01 0A 05 1A 00    yes
1996-08-01 09:58:40      +0      1  60 08 01 09 3A 28 00    yes
1996-08-01 09:59:10      +0      1  60 08 01 09 3B 0A 00    yes
1996-08-01 09:56:56      +0      1  60 08 01 09 38 38 00    yes
1996-08-01 18:55:26      +0      1  60 08 01 12 37 1A 00    yes
1996-07-23 19:23:56      +0      1  60 07 17 13 17 38 00    yes
1996-08-01 10:11:12      +0      1  60 08 01 0A 0B 0C 00    yes
1996-11-04 20:46:28      +0      1  60 0B 04 14 2E 1C 00    yes
1996-08-01 18:26:48      +0      1  60 08 01 12 1A 30 00    yes
1996-08-01 19:02:48      +0      1  60 08 01 13 02 30 00    yes
1996-08-01 09:43:54      +0      1  60 08 01 09 2B 36 00    yes
1996-08-01 10:03:26      +0      1  60 08 01 0A 03 1A 00    yes
1996-11-04 18:55:38      +0      1  60 0B 04 12 37 26 00    yes
1996-11-04 18:49:08      +0      1  60 0B 04 12 31 08 00    yes
1996-08-01 09:51:58      +0      1  60 08 01 09 33 3A 00    yes
1996-08-01 19:12:30      +0      1  60 08 01 13 0C 1E 00    yes
1996-08-01 09:42:50      +0      1  60 08 01 09 2A 32 00    yes
1996-08-01 09:51:32      +0      1  60 08 01 09 33 20 00    yes
1996-08-01 10:06:52      +0      1  60 08 01 0A 06 34 00    yes
1996-08-01 10:06:24      +0      1  60 08 01 0A 06 18 00    yes
1996-08-01 09:46:22      +0      1  60 08 01 09 2E 16 00    yes
1994-08-02 13:04:46      +0      1  5E 08 02 0D 04 2E 00    yes
1996-07-31 18:15:04      +0      1  60 07 1F 12 0F 04 00    yes
1994-10-03 15:56:00      +0      1  5E 0A 03 0F 38 00 00    yes
1994-10-03 15:45:20      +0      1  5E 0A 03 0F 2D 14 00    yes
1994-10-03 16:04:18      +0      1  5E 0A 03 10 04 12 00    yes
1996-09-11 19:30:32      +0      1  60 09 0B 13 1E 20 00    yes
1996-08-01 09:47:34      +0      1  60 08 01 09 2F 22 00    yes
1994-10-03 16:24:15      +0      1  5E 0A 03 10 18 0F 00    yes
1996-08-01 09:55:02      +0      1  60 08 01 09 37 02 00    yes
1996-08-01 09:53:52      +0      1  60 08 01 09 35 34 00    yes
1996-08-01 10:07:22      +0      1  60 08 01 0A 07 16 00    yes
1996-08-01 09:48:24      +0      1  60 08 01 09 30 18 00    yes
1996-08-01 10:00:48      +0      1  60 08 01 0A 00 30 00    yes
1996-08-01 10:00:06      +0      1  60 08 01 0A 00 06 00    yes
1996-11-04 18:39:32      +0      1  60 0B 04 12 27 20 00    yes
1996-11-09 13:13:52      +0      1  60 0B 09 0D 0D 34 00    yes
1996-11-04 19:11:00      +0      1  60 0B 04 13 0B 00 00    yes
1996-11-04 20:14:42      +0      1  60 0B 04 14 0E 2A 00    yes
1996-11-04 18:29:16      +0      1  60 0B 04 12 1D 10 00    yes
1996-11-04 20:33:28      +0      1  60 0B 04 14 21 1C 00    yes
1996-11-04 19:58:48      +0      1  60 0B 04 13 3A 30 00    yes
1996-11-04 18:28:14      +0      1  60 0B 04 12 1C 0E 00    yes
1994-11-05 16:00:56      +0      1  5E 0B 05 10 00 38 00    yes
1996-11-04 19:05:46      +0      1  60 0B 04 13 05 2E 00    yes
1996-11-04 18:58:00      +0      1  60 0B 04 12 3A 00 00    yes
1996-11-04 18:47:46      +0      1  60 0B 04 12 2F 2E 00    yes
1996-11-04 18:58:46      +0      1  60 0B 04 12 3A 2E 00    yes
1996-11-04 18:46:52      +0      1  60 0B 04 12 2E 34 00    yes
1996-11-04 18:52:32      +0      1  60 0B 04 12 34 20 00    yes
1996-11-04 18:35:52      +0      1  60 0B 04 12 23 34 00    yes
1996-11-04 18:27:10      +0      1  60 0B 04 12 1B 0A 00    yes
1996-11-04 18:26:14      +0      1  60 0B 04 12 1A 0E 00    yes
1996-11-04 19:04:42      +0      1  60 0B 04 13 04 2A 00    yes
1996-11-04 19:09:18      +0      1  60 0B 04 13 09 12 00    yes
1996-11-04 18:50:30      +0      1  60 0B 04 12 32 1E 00    yes
1996-11-04 18:24:42      +0      1  60 0B 04 12 18 2A 00    yes
1996-11-04 19:07:16      +0      1  60 0B 04 13 07 10 00    yes
1996-11-04 18:23:38      +0      1  60 0B 04 12 17 26 00    yes
1996-11-04 19:29:42      +0      1  60 0B 04 13 1D 2A 00    yes
1996-11-04 18:54:00      +0      1  60 0B 04 12 36 00 00    yes
1996-11-04 19:02:22      +0      1  60 0B 04 13 02 16 00    yes
1996-11-09 13:10:10      +0      1  60 0B 09 0D 0A 0A 00    yes
1996-11-04 19:00:48      +0      1  60 0B 04 13 00 30 00    yes
1996-11-04 19:08:24      +0      1  60 0B 04 13 08 18 00    yes
1996-11-04 18:59:34      +0      1  60 0B 04 12 3B 22 00    yes
1996-11-04 17:56:28      +0      1  60 0B 04 11 38 1C 00    yes
1996-11-04 18:11:56      +0      1  60 0B 04 12 0B 38 00    yes
1996-11-04 19:15:12      +0      1  60 0B 04 13 0F 0C 00    yes
1996-11-04 19:53:54      +0      1  60 0B 04 13 35 36 00    yes
1996-11-04 17:51:30      +0      1  60 0B 04 11 33 1E 00    yes
1996-11-04 20:36:06      +0      1  60 0B 04 14 24 06 00    yes
1996-11-04 20:31:08      +0      1  60 0B 04 14 1F 08 00    yes
1996-11-04 20:39:56      +0      1  60 0B 04 14 27 38 00    yes
1996-11-04 20:38:42      +0      1  60 0B 04 14 26 2A 00    yes
1996-11-04 20:37:42      +0      1  60 0B 04 14 25 2A 00    yes
1996-11-04 20:41:06      +0      1  60 0B 04 14 29 06 00    yes
1996-11-04 20:43:06      +0      1  60 0B 04 14 2B 06 00    yes
1996-12-05 16:44:02      +0      1  60 0C 05 10 2C 02 00    yes
1996-11-04 20:44:16      +0      1  60 0B 04 14 2C 10 00    yes
1996-11-04 20:42:10      +0      1  60 0B 04 14 2A 0A 00    yes
1996-11-04 20:29:12      +0      1  60 0B 04 14 1D 0C 00    yes
1996-11-04 19:49:56      +0      1  60 0B 04 13 31 38 00    yes
1996-11-05 09:00:42      +0      1  60 0B 05 09 00 2A 00    yes
1996-11-04 18:07:56      +0      1  60 0B 04 12 07 38 00    yes
1996-11-04 17:54:44      +0      1  60 0B 04 11 36 2C 00    yes
1996-11-04 17:49:52      +0      1  60 0B 04 11 31 34 00    yes
1996-11-04 18:51:32      +0      1  60 0B 04 12 33 20 00    yes
1996-11-04 18:22:02      +0      1  60 0B 04 12 16 02 00    yes
1996-11-04 19:21:00      +0      1  60 0B 04 13 15 00 00    yes
1996-11-04 18:43:22      +0      1  60 0B 04 12 2B 16 00    yes
1996-03-20 18:18:10      +0      1  60 03 14 12 12 0A 00    yes
1996-11-04 19:21:18      +0      1  60 0B 04 13 15 12 00    yes
1996-11-04 18:43:06      +0      1  60 0B 04 12 2B 06 00    yes
1994-11-05 16:08:08      +0      1  5E 0B 05 10 08 08 00    yes
1996-03-26 15:04:48      +0      1  60 03 1A 0F 04 30 00    yes
1996-03-26 15:54:08      +0      1  60 03 1A 0F 36 08 00    yes
1996-03-26 16:06:38      +0      1  60 03 1A 10 06 26 00    yes
1996-03-26 15:56:14      +0      1  60 03 1A 0F 38 0E 00    yes
1996-03-26 15:59:00      +0      1  60 03 1A 0F 3B 00 00    yes
1996-03-01 13:48:06      +0      1  60 03 01 0D 30 06 00    yes
1996-03-26 16:18:34      +0      1  60 03 1A 10 12 22 00    yes
1996-03-27 13:09:30      +0      1  60 03 1B 0D 09 1E 00    yes
1996-03-25 18:02:02      +0      1  60 03 19 12 02 02 00    yes
1996-03-27 13:11:16      +0      1  60 03 1B 0D 0B 10 00    yes
1996-03-21 11:02:30      +0      1  60 03 15 0B 02 1E 00    yes
1996-03-21 10:35:54      +0      1  60 03 15 0A 23 36 00    yes
1996-03-21 11:22:10      +0      1  60 03 15 0B 16 0A 00    yes
1994-11-05 16:07:04      +0      1  5E 0B 05 10 07 04 00    yes
1996-11-11 19:02:04      +0      1  60 0B 0B 13 02 04 00    yes
1996-11-11 19:06:02      +0      1  60 0B 0B 13 06 02 00    yes
1994-11-05 16:09:28      +0      1  5E 0B 05 10 09 1C 00    yes
1996-03-20 18:11:42      +0      1  60 03 14 12 0B 2A 00    yes
1995-11-17 20:53:24      +0      1  5F 0B 11 14 35 18 00    yes
1994-11-05 16:05:48      +0      1  5E 0B 05 10 05 30 00    yes
1996-03-20 18:02:48      +0      1  60 03 14 12 02 30 00    yes
1996-03-21 11:18:30      +0      1  60 03 15 0B 12 1E 00    yes
1995-11-11 19:47:16      +0      1  5F 0B 0B 13 2F 10 00    yes
1996-03-21 11:07:24      +0      1  60 03 15 0B 07 18 00    yes
1996-03-27 12:57:46      +0      1  60 03 1B 0C 39 2E 00    yes
1995-11-17 20:51:20      +0      1  5F 0B 11 14 33 14 00    yes
1996-03-21 11:10:10      +0      1  60 03 15 0B 0A 0A 00    yes
1995-11-17 20:26:56      +0      1  5F 0B 11 14 1A 38 00    yes
1996-03-21 11:17:38      +0      1  60 03 15 0B 11 26 00    yes
1995-11-22 10:43:02      +0      1  5F 0B 16 0A 2B 02 00    yes
1995-11-11 15:21:02      +0      1  5F 0B 0B 0F 15 02 00    yes
1996-03-21 11:21:16      +0      1  60 03 15 0B 15 10 00    yes
1996-11-04 18:31:34      +0      1  60 0B 04 12 1F 22 00    yes
1996-11-04 18:30:08      +0      1  60 0B 04 12 1E 08 00    yes
1996-11-04 18:33:24      +0      1  60 0B 04 12 21 18 00    yes
1996-08-01 09:57:58      +0      1  60 08 01 09 39 3A 00    yes
1996-11-04 20:22:04      +0      1  60 0B 04 14 16 04 00    yes
1995-11-27 10:59:14      +0      1  5F 0B 1B 0A 3B 0E 00    yes
1979-06-05 06:11:52      +0      1  4F 06 05 06 0B 34 00    yes
1996-07-22 11:52:30      +0      1  60 07 16 0B 34 1E 00    yes
1996-07-22 11:53:22      +0      1  60 07 16 0B 35 16 00    yes
1996-07-22 10:11:04      +0      1  60 07 16 0A 0B 04 00    yes
1996-07-22 10:11:48      +0      1  60 07 16 0A 0B 30 00    yes
1996-07-22 10:12:04      +0      1  60 07 16 0A 0C 04 00    yes
1996-07-22 10:12:34      +0      1  60 07 16 0A 0C 22 00    yes
1996-07-22 10:12:56      +0      1  60 07 16 0A 0C 38 00    yes
1996-07-22 10:13:06      +0      1  60 07 16 0A 0D 06 00    yes
1996-07-22 10:13:18      +0      1  60 07 16 0A 0D 12 00    yes
1996-07-22 10:13:28      +0      1  60 07 16 0A 0D 1C 00    yes
1996-07-22 10:14:24      +0      1  60 07 16 0A 0E 18 00    yes
1996-07-22 10:14:36      +0      1  60 07 16 0A 0E 24 00    yes
1996-07-22 10:14:56      +0      1  60 07 16 0A 0E 38 00    yes
1996-07-22 10:15:04      +0      1  60 07 16 0A 0F 04 00    yes
1996-07-22 10:15:46      +0      1  60 07 16 0A 0F 2E 00    yes
1996-07-19 18:20:10      +0      1  60 07 13 12 14 0A 00    yes
1996-07-19 18:20:36      +0      1  60 07 13 12 14 24 00    yes
1996-07-19 18:21:50      +0      1  60 07 13 12 15 32 00    yes
1996-07-19 18:23:06      +0      1  60 07 13 12 17 06 00    yes
1996-07-19 18:24:00      +0      1  60 07 13 12 18 00 00    yes
1996-07-19 18:24:42      +0      1  60 07 13 12 18 2A 00    yes
1996-07-19 18:28:04      +0      1  60 07 13 12 1C 04 00    yes
1996-07-19 18:28:50      +0      1  60 07 13 12 1C 32 00    yes
1996-07-19 18:29:30      +0      1  60 07 13 12 1D 1E 00    yes
1996-07-19 18:30:54      +0      1  60 07 13 12 1E 36 00    yes
1996-07-19 18:34:48      +0      1  60 07 13 12 22 30 00    yes
1996-08-27 16:39:28      +0      1  60 08 1B 10 27 1C 00    yes
1996-07-19 18:35:26      +0      1  60 07 13 12 23 1A 00    yes
1996-07-19 18:37:28      +0      1  60 07 13 12 25 1C 00    yes
1996-07-19 18:38:06      +0      1  60 07 13 12 26 06 00    yes
1996-05-02 18:11:12      +0      1  60 05 02 12 0B 0C 00    yes
1996-07-19 18:39:18      +0      1  60 07 13 12 27 12 00    yes
1996-11-08 13:08:12      +0      1  60 0B 08 0D 08 0C 00    yes
1996-07-19 18:42:00      +0      1  60 07 13 12 2A 00 00    yes
1996-11-08 13:08:18      +0      1  60 0B 08 0D 08 12 00    yes
1996-11-08 13:08:30      +0      1  60 0B 08 0D 08 1E 00    yes
1996-11-08 13:08:42      +0      1  60 0B 08 0D 08 2A 00    yes
1996-11-08 13:08:52      +0      1  60 0B 08 0D 08 34 00    yes
1996-11-08 13:09:02      +0      1  60 0B 08 0D 09 02 00    yes
1996-11-08 13:09:14      +0      1  60 0B 08 0D 09 0E 00    yes
1996-08-27 16:38:30      +0      1  60 08 1B 10 26 1E 00    yes
1996-08-27 16:38:36      +0      1  60 08 1B 10 26 24 00    yes
1996-08-27 16:38:38      +0      1  60 08 1B 10 26 26 00    yes
1996-11-08 13:09:24      +0      1  60 0B 08 0D 09 18 00    yes
1996-08-27 16:38:40      +0      1  60 08 1B 10 26 28 00    yes
1996-07-19 14:50:52      +0      1  60 07 13 0E 32 34 00    yes
1996-08-27 16:38:42      +0      1  60 08 1B 10 26 2A 00    yes
1996-08-27 16:38:44      +0      1  60 08 1B 10 26 2C 00    yes
1996-08-27 16:38:46      +0      1  60 08 1B 10 26 2E 00    yes
1996-07-19 14:51:50      +0      1  60 07 13 0E 33 32 00    yes
1996-11-08 13:09:46      +0      1  60 0B 08 0D 09 2E 00    yes
1996-07-19 14:51:44      +0      1  60 07 13 0E 33 2C 00    yes
1996-11-08 13:10:10      +0      1  60 0B 08 0D 0A 0A 00    yes
1996-11-08 13:10:22      +0      1  60 0B 08 0D 0A 16 00    yes
1996-07-19 14:51:58      +0      1  60 07 13 0E 33 3A 00    yes
1996-11-08 13:10:32      +0      1  60 0B 08 0D 0A 20 00    yes
1996-08-27 16:38:50      +0      1  60 08 1B 10 26 32 00    yes
1996-08-27 16:38:52      +0      1  60 08 1B 10 26 34 00    yes
1996-08-27 16:38:54      +0      1  60 08 1B 10 26 36 00    yes
1996-08-27 16:38:56      +0      1  60 08 1B 10 26 38 00    yes
1996-08-27 16:38:58      +0      1  60 08 1B 10 26 3A 00    yes
1996-08-27 16:39:02      +0      1  60 08 1B 10 27 02 00    yes
1996-08-27 16:39:04      +0      1  60 08 1B 10 27 04 00    yes
1996-08-27 16:39:06      +0      1  60 08 1B 10 27 06 00    yes
1996-08-27 16:39:08      +0      1  60 08 1B 10 27 08 00    yes
1996-08-27 16:39:10      +0      1  60 08 1B 10 27 0A 00    yes
1996-08-27 16:39:16      +0      1  60 08 1B 10 27 10 00    yes
1996-08-27 16:39:18      +0      1  60 08 1B 10 27 12 00    yes
1996-08-27 16:39:22      +0      1  60 08 1B 10 27 16 00    yes
1996-08-27 16:39:26      +0      1  60 08 1B 10 27 1A 00    yes
1996-11-08 13:10:44      +0      1  60 0B 08 0D 0A 2C 00    yes
1996-11-08 13:11:08      +0      1  60 0B 08 0D 0B 08 00    yes
1996-11-08 13:11:20      +0      1  60 0B 08 0D 0B 14 00    yes
1996-11-08 13:18:18      +0      1  60 0B 08 0D 12 12 00    yes
1996-11-08 13:09:58      +0      1  60 0B 08 0D 09 3A 00    yes
1996-11-08 13:11:42      +0      1  60 0B 08 0D 0B 2A 00    yes
1996-11-08 13:10:56      +0      1  60 0B 08 0D 0A 38 00    yes
1996-11-08 13:12:06      +0      1  60 0B 08 0D 0C 06 00    yes
1996-11-08 13:12:18      +0      1  60 0B 08 0D 0C 12 00    yes
1996-11-08 13:12:30      +0      1  60 0B 08 0D 0C 1E 00    yes
1996-11-08 13:12:40      +0      1  60 0B 08 0D 0C 28 00    yes
1996-11-08 13:12:50      +0      1  60 0B 08 0D 0C 32 00    yes
1996-11-08 13:13:02      +0      1  60 0B 08 0D 0D 02 00    yes
1996-11-08 13:13:16      +0      1  60 0B 08 0D 0D 10 00    yes
1996-11-08 13:13:26      +0      1  60 0B 08 0D 0D 1A 00    yes
1996-11-08 13:13:38      +0      1  60 0B 08 0D 0D 26 00    yes
1996-11-08 13:13:48      +0      1  60 0B 08 0D 0D 30 00    yes
1996-11-08 13:14:02      +0      1  60 0B 08 0D 0E 02 00    yes
1996-11-08 13:14:14      +0      1  60 0B 08 0D 0E 0E 00    yes
1996-11-08 13:06:08      +0      1  60 0B 08 0D 06 08 00    yes
1996-11-08 13:05:56      +0      1  60 0B 08 0D 05 38 00    yes
1996-11-08 13:06:20      +0      1  60 0B 08 0D 06 14 00    yes
1996-11-08 13:14:24      +0      1  60 0B 08 0D 0E 18 00    yes
1996-11-08 13:14:36      +0      1  60 0B 08 0D 0E 24 00    yes
1996-11-08 13:06:44      +0      1  60 0B 08 0D 06 2C 00    yes
1996-11-08 13:07:08      +0      1  60 0B 08 0D 07 08 00    yes
1996-11-08 13:07:38      +0      1  60 0B 08 0D 07 26 00    yes
1996-11-08 13:07:22      +0      1  60 0B 08 0D 07 16 00    yes
1996-11-08 13:07:52      +0      1  60 0B 08 0D 07 34 00    yes
1996-11-08 13:06:32      +0      1  60 0B 08 0D 06 20 00    yes
1996-11-08 13:14:48      +0      1  60 0B 08 0D 0E 30 00    yes
1996-11-08 13:18:10      +0      1  60 0B 08 0D 12 0A 00    yes
1996-11-08 13:15:00      +0      1  60 0B 08 0D 0F 00 00    yes
1996-11-08 13:15:12      +0      1  60 0B 08 0D 0F 0C 00    yes
1996-11-08 13:15:22      +0      1  60 0B 08 0D 0F 16 00    yes
1996-11-08 13:15:34      +0      1  60 0B 08 0D 0F 22 00    yes
1996-11-08 13:15:44      +0      1  60 0B 08 0D 0F 2C 00    yes
1996-11-08 13:15:54      +0      1  60 0B 08 0D 0F 36 00    yes
1996-11-08 13:16:06      +0      1  60 0B 08 0D 10 06 00    yes
1996-11-08 13:16:18      +0      1  60 0B 08 0D 10 12 00    yes
1996-11-08 13:16:30      +0      1  60 0B 08 0D 10 1E 00    yes
1996-11-08 13:16:42      +0      1  60 0B 08 0D 10 2A 00    yes
1996-11-08 13:16:52      +0      1  60 0B 08 0D 10 34 00    yes
1996-11-08 13:17:02      +0      1  60 0B 08 0D 11 02 00    yes
1996-11-08 13:17:16      +0      1  60 0B 08 0D 11 10 00    yes
1996-11-08 13:17:26      +0      1  60 0B 08 0D 11 1A 00    yes
1996-11-08 13:17:40      +0      1  60 0B 08 0D 11 28 00    yes
1996-11-08 13:18:28      +0      1  60 0B 08 0D 12 1C 00    yes
1996-11-08 13:18:40      +0      1  60 0B 08 0D 12 28 00    yes
1996-11-08 13:18:52      +0      1  60 0B 08 0D 12 34 00    yes
1996-11-08 13:19:02      +0      1  60 0B 08 0D 13 02 00    yes
1996-11-08 13:19:14      +0      1  60 0B 08 0D 13 0E 00    yes
1996-11-08 13:19:26      +0      1  60 0B 08 0D 13 1A 00    yes
1996-07-19 15:10:16      +0      1  60 07 13 0F 0A 10 00    yes
1996-07-19 15:14:20      +0      1  60 07 13 0F 0E 14 00    yes
1996-07-19 15:15:22      +0      1  60 07 13 0F 0F 16 00    yes
1996-07-19 15:16:08      +0      1  60 07 13 0F 10 08 00    yes
1996-07-19 15:16:16      +0      1  60 07 13 0F 10 10 00    yes
1996-07-19 15:16:28      +0      1  60 07 13 0F 10 1C 00    yes
1996-07-19 15:17:12      +0      1  60 07 13 0F 11 0C 00    yes
1996-07-19 15:17:52      +0      1  60 07 13 0F 11 34 00    yes
1996-07-19 15:18:36      +0      1  60 07 13 0F 12 24 00    yes
1996-07-19 15:19:58      +0      1  60 07 13 0F 13 3A 00    yes
1996-07-19 15:21:42      +0      1  60 07 13 0F 15 2A 00    yes
1996-07-19 15:26:48      +0      1  60 07 13 0F 1A 30 00    yes
1996-07-19 15:27:54      +0      1  60 07 13 0F 1B 36 00    yes
1996-07-19 15:28:56      +0      1  60 07 13 0F 1C 38 00    yes
1996-07-19 15:29:52      +0      1  60 07 13 0F 1D 34 00    yes
1995-11-21 19:22:54      +0      1  5F 0B 15 13 16 36 00    yes
1996-05-02 18:08:52      +0      1  60 05 02 12 08 34 00    yes
1995-11-21 18:42:04      +0      1  5F 0B 15 12 2A 04 00    yes
1995-11-21 17:46:50      +0      1  5F 0B 15 11 2E 32 00    yes
1995-11-21 17:37:02      +0      1  5F 0B 15 11 25 02 00    yes
1995-11-22 16:28:40      +0      1  5F 0B 16 10 1C 28 00    yes
1995-11-21 16:45:40      +0      1  5F 0B 15 10 2D 28 00    yes
1995-11-21 17:40:22      +0      1  5F 0B 15 11 28 16 00    yes
1995-11-21 17:41:10      +0      1  5F 0B 15 11 29 0A 00    yes
1995-11-22 12:03:04      +0      1  5F 0B 16 0C 03 04 00    yes
1995-11-21 17:48:32      +0      1  5F 0B 15 11 30 20 00    yes
1995-11-22 16:21:58      +0      1  5F 0B 16 10 15 3A 00    yes
1995-11-21 18:57:54      +0      1  5F 0B 15 12 39 36 00    yes
1995-11-21 19:03:42      +0      1  5F 0B 15 13 03 2A 00    yes
1996-05-02 18:03:26      +0      1  60 05 02 12 03 1A 00    yes
1996-11-08 13:20:22      +0      1  60 0B 08 0D 14 16 00    yes
1996-11-08 13:20:34      +0      1  60 0B 08 0D 14 22 00    yes
1996-08-29 13:10:26      +0      1  60 08 1D 0D 0A 1A 00    yes
1996-11-20 14:50:22      +0      1  60 0B 14 0E 32 16 00    yes
1996-11-20 14:46:30      +0      1  60 0B 14 0E 2E 1E 00    yes
1996-02-20 11:10:56      +0      1  60 02 14 0B 0A 38 00    yes
1996-04-20 12:10:50      +0      1  60 04 14 0C 0A 32 00    yes
1996-02-20 11:17:56      +0      1  60 02 14 0B 11 38 00    yes
1996-02-20 11:13:54      +0      1  60 02 14 0B 0D 36 00    yes
1996-04-20 12:27:44      +0      1  60 04 14 0C 1B 2C 00    yes
1996-11-20 14:44:16      +0      1  60 0B 14 0E 2C 10 00    yes
1996-11-20 14:44:50      +0      1  60 0B 14 0E 2C 32 00    yes
1996-11-20 14:44:36      +0      1  60 0B 14 0E 2C 24 00    yes
1996-04-20 11:52:36      +0      1  60 04 14 0B 34 24 00    yes
1996-02-20 11:10:02      +0      1  60 02 14 0B 0A 02 00    yes
1996-02-20 11:03:04      +0      1  60 02 14 0B 03 04 00    yes
1996-11-20 14:47:04      +0      1  60 0B 14 0E 2F 04 00    yes
1996-11-20 14:30:22      +0      1  60 0B 14 0E 1E 16 00    yes
1996-11-20 14:45:52      +0      1  60 0B 14 0E 2D 34 00    yes
1996-04-20 12:09:02      +0      1  60 04 14 0C 09 02 00    yes
1996-11-20 14:46:06      +0      1  60 0B 14 0E 2E 06 00    yes
1996-11-20 14:45:06      +0      1  60 0B 14 0E 2D 06 00    yes
1996-03-28 18:07:52      +0      1  60 03 1C 12 07 34 00    yes
1996-03-28 18:03:32      +0      1  60 03 1C 12 03 20 00    yes
1996-11-20 14:39:06      +0      1  60 0B 14 0E 27 06 00    yes
1996-11-20 14:38:46      +0      1  60 0B 14 0E 26 2E 00    yes
1996-03-28 18:17:26      +0      1  60 03 1C 12 11 1A 00    yes
1996-03-28 18:12:14      +0      1  60 03 1C 12 0C 0E 00    yes
1996-03-28 18:12:02      +0      1  60 03 1C 12 0C 02 00    yes
1996-03-28 18:11:46      +0      1  60 03 1C 12 0B 2E 00    yes
1996-03-28 18:11:26      +0      1  60 03 1C 12 0B 1A 00    yes
1996-03-28 18:13:16      +0      1  60 03 1C 12 0D 10 00    yes
1996-08-01 14:53:08      +0      1  60 08 01 0E 35 08 00    yes
1996-03-19 18:54:46      +0      1  60 03 13 12 36 2E 00    yes
1996-03-19 18:34:42      +0      1  60 03 13 12 22 2A 00    yes
1996-03-19 19:07:46      +0      1  60 03 13 13 07 2E 00    yes
1996-03-19 18:58:58      +0      1  60 03 13 12 3A 3A 00    yes
1996-03-21 11:39:08      +0      1  60 03 15 0B 27 08 00    yes
1996-08-01 15:06:34      +0      1  60 08 01 0F 06 22 00    yes
1996-11-13 18:22:24      +0      1  60 0B 0D 12 16 18 00    yes
1996-11-20 14:43:52      +0      1  60 0B 14 0E 2B 34 00    yes
1996-11-20 14:44:04      +0      1  60 0B 14 0E 2C 04 00    yes
1996-03-21 11:26:54      +0      1  60 03 15 0B 1A 36 00    yes
1996-11-20 13:00:10      +0      1  60 0B 14 0D 00 0A 00    yes
1996-03-19 18:44:08      +0      1  60 03 13 12 2C 08 00    yes
1996-03-19 18:40:56      +0      1  60 03 13 12 28 38 00    yes
1996-07-23 18:37:26      +0      1  60 07 17 12 25 1A 00    yes
1996-08-01 15:13:38      +0      1  60 08 01 0F 0D 26 00    yes
1996-11-20 12:58:08      +0      1  60 0B 14 0C 3A 08 00    yes
1996-11-20 14:34:00      +0      1  60 0B 14 0E 22 00 00    yes
1996-11-20 12:59:58      +0      1  60 0B 14 0C 3B 3A 00    yes
1996-08-01 14:43:10      +0      1  60 08 01 0E 2B 0A 00    yes
1996-08-01 14:51:22      +0      1  60 08 01 0E 33 16 00    yes
1996-12-05 15:20:04      +0      1  60 0C 05 0F 14 04 00    yes
1996-08-01 15:07:52      +0      1  60 08 01 0F 07 34 00    yes
1996-11-13 18:30:54      +0      1  60 0B 0D 12 1E 36 00    yes
1996-08-01 15:10:52      +0      1  60 08 01 0F 0A 34 00    yes
1996-08-01 15:11:12      +0      1  60 08 01 0F 0B 0C 00    yes
1996-08-01 15:07:34      +0      1  60 08 01 0F 07 22 00    yes
1996-08-01 15:10:06      +0      1  60 08 01 0F 0A 06 00    yes
1996-08-01 15:10:30      +0      1  60 08 01 0F 0A 1E 00    yes
1996-08-01 15:08:48      +0      1  60 08 01 0F 08 30 00    yes
1996-08-01 15:08:34      +0      1  60 08 01 0F 08 22 00    yes
1996-08-01 15:09:08      +0      1  60 08 01 0F 09 08 00    yes
